consom,breakdown,currency,geo\time	2014S2 	2013S2 	2012S2 	2011S2 	2010S2 	2009S2 	2008S2 	2007S2 
4161904,DP_NC,PPS,FI	0.0312 	0.0314 	0.0312 	0.0311 	0.0301 	0.0281 	0.0263 	0.0258 
4161904,DP_NC,PPS,FR	0.0462 	0.0383 	0.0381 	: 	: 	: 	: 	: 
4161904,DP_NC,PPS,HR	0.0624 	0.0638 	0.0637 	0.0529 	0.0507 	0.0508 	0.0530 	0.0592 
4161904,DP_NC,PPS,HU	0.0716 	0.0716 	0.0814 	: 	0.0826 	0.0783 	0.0698 	0.0584 
4161904,DP_NC,PPS,IE	0.0565 	0.0657 	0.0540 	0.0487 	: 	: 	: 	: 
4161904,DP_NC,PPS,IS	0.0388 	0.0384 	0.0390 	: 	: 	: 	: 	: 
4161904,DP_NC,PPS,IT	0.0800 	0.0780 	0.0743 	0.0743 	0.0772 	0.0803 	0.0594 	: 
4161904,DP_NC,PPS,LT	0.0572 	0.0601 	0.0885 	0.0811 	0.0868 	0.0574 	0.0531 	0.0667 
4161904,DP_NC,PPS,LU	0.0545 	0.0539 	0.0566 	0.0568 	0.0563 	0.0559 	0.0594 	0.0629 
4161904,DP_NC,PPS,LV	0.0822 	0.0815 	0.0825 	0.0838 	0.0708 	0.0680 	0.0645 	0.0489 
4161904,DP_NC,PPS,ME	0.0824 	0.0863 	0.0808 	0.0758 	: 	: 	: 	: 
4161904,DP_NC,PPS,MT	0.0274 	0.0282 	0.0287 	0.0291 	0.0301 	0.0302 	0.0307 	0.0313 
4161904,DP_NC,PPS,NL	0.0406 	0.0443 	0.0419 	0.0398 	0.0348 	0.0351 	0.0377 	0.0379 
4161904,DP_NC,PPS,NO	0.0271 	0.0283 	0.0294 	0.0303 	0.0304 	0.0271 	0.0275 	0.0282 
4161904,DP_NC,PPS,PL	0.0869 	0.0861 	0.0811 	0.0742 	0.0764 	0.0654 	0.0675 	0.0667 
4161904,DP_NC,PPS,PT	0.0725 	0.0569 	0.0478 	0.0465 	0.0473 	0.0533 	0.0384 	: 
4161904,DP_NC,PPS,RO	0.1021 	0.1052 	0.1038 	0.1038 	0.1062 	0.1035 	0.1022 	0.1058 
4161904,DP_NC,PPS,RS	0.0517 	0.0538 	: 	: 	: 	: 	: 	: 
4161904,DP_NC,PPS,SE	0.0409 	0.0407 	0.0388 	0.0390 	0.0341 	0.0318 	0.0316 	0.0337 
4161904,DP_NC,PPS,SI	0.0611 	0.0602 	0.0604 	0.0558 	0.0510 	0.0488 	0.0485 	: 
4161904,DP_NC,PPS,SK	0.0863 	0.0899 	0.0863 	0.0895 	0.0793 	0.0802 	0.0697 	0.0652 
4161904,DP_NC,PPS,TR	0.0541 	0.0536 	0.0565 	0.0540 	0.0312 	0.0270 	0.0239 	: 
4161904,DP_NC,PPS,UK	0.0322 	0.0303 	0.0282 	0.0277 	: 	0.0367 	0.0396 	: 
4161904,DP_TL,EUR,AT	0.0639 	0.0606 	0.0558 	0.0468 	0.0479 	0.0479 	0.0460 	: 
4161904,DP_TL,EUR,BA	: 	0.0108 	0.0108 	: 	: 	: 	: 	: 
4161904,DP_TL,EUR,BE	0.0302 	0.0535 	0.0498 	0.0485 	0.0479 	0.0435 	0.0497 	0.0492 
4161904,DP_TL,EUR,BG	0.0147 	0.0149 	0.0161 	0.0144 	0.0138 	0.0138 	0.0138 	0.0119 
4161904,DP_TL,EUR,CY	0.0440 	0.0451 	0.0494 	0.0374 	0.0330 	: 	: 	: 
4161904,DP_TL,EUR,CZ	0.0203 	0.0236 	0.0227 	0.0217 	0.0205 	0.0186 	0.0182 	0.0135 
4161904,DP_TL,EUR,DE	0.1510 	0.1415 	0.1231 	0.1102 	0.0968 	0.0906 	0.0832 	0.0805 
4161904,DP_TL,EUR,DK	0.1160 	0.1137 	0.1486 	0.1472 	0.1325 	0.1306 	0.1338 	0.1255 
4161904,DP_TL,EUR,EE	0.0337 	0.0353 	0.0325 	0.0276 	0.0294 	0.0220 	0.0178 	0.0134 
4161904,DP_TL,EUR,EL	0.0691 	0.0629 	0.0498 	0.0352 	0.0314 	0.0276 	: 	: 
4161904,DP_TL,EUR,ES	0.0451 	0.0445 	0.0446 	0.0376 	0.0304 	0.0278 	0.0267 	: 
4161904,DP_TL,EUR,FI	0.0450 	0.0436 	0.0426 	0.0430 	0.0312 	0.0294 	0.0288 	0.0254 
4161904,DP_TL,EUR,FR	0.0536 	0.0486 	0.0424 	: 	: 	: 	: 	: 
4161904,DP_TL,EUR,HR	0.0300 	0.0278 	0.0271 	0.0210 	0.0215 	0.0219 	0.0223 	0.0178 
4161904,DP_TL,EUR,HU	0.0236 	0.0299 	0.0317 	: 	0.0311 	0.0322 	0.0268 	0.0346 
4161904,DP_TL,EUR,IE	0.0339 	0.0299 	0.0272 	0.0263 	: 	: 	: 	: 
4161904,DP_TL,EUR,IS	0.0214 	0.0198 	0.0201 	: 	: 	: 	: 	: 
4161904,DP_TL,EUR,IT	0.1157 	0.1066 	0.1000 	0.0810 	0.0678 	0.0677 	0.0641 	: 
4161904,DP_TL,EUR,LI	0.0138 	: 	: 	: 	: 	: 	: 	: 
4161904,DP_TL,EUR,LT	0.0430 	0.0507 	0.0215 	0.0205 	0.0204 	0.0151 	0.0125 	0.0134 
4161904,DP_TL,EUR,LU	0.0299 	0.0209 	0.0222 	0.0219 	0.0290 	0.0219 	0.0186 	0.0168 
4161904,DP_TL,EUR,LV	0.0463 	0.0520 	0.0431 	0.0259 	0.0096 	0.0096 	0.0048 	0.0034 
4161904,DP_TL,EUR,ME	0.0111 	0.0120 	0.0121 	0.0122 	: 	: 	: 	: 
4161904,DP_TL,EUR,MT	0.0070 	0.0090 	0.0090 	0.0090 	0.0091 	0.0079 	0.0090 	0.0063 
4161904,DP_TL,EUR,NL	0.1066 	0.1086 	0.1046 	0.0937 	0.0932 	0.0976 	0.0738 	0.0736 
4161904,DP_TL,EUR,NO	0.0383 	0.0398 	0.0400 	0.0414 	0.0418 	0.0351 	0.0379 	0.0345 
4161904,DP_TL,EUR,PL	0.0303 	0.0307 	0.0314 	0.0286 	0.0291 	0.0259 	0.0278 	0.0249 
4161904,DP_TL,EUR,PT	0.0878 	0.0826 	0.0829 	0.0760 	0.0557 	0.0200 	0.0415 	: 
4161904,DP_TL,EUR,RO	0.0340 	0.0377 	0.0327 	0.0261 	0.0211 	0.0158 	0.0182 	0.0188 
4161904,DP_TL,EUR,RS	0.0106 	0.0106 	: 	: 	: 	: 	: 	: 
4161904,DP_TL,EUR,SE	0.0622 	0.0667 	0.0678 	0.0648 	0.0627 	0.0543 	0.0564 	0.0570 
4161904,DP_TL,EUR,SI	0.0389 	0.0389 	0.0305 	0.0297 	0.0307 	0.0248 	0.0222 	: 
4161904,DP_TL,EUR,SK	0.0258 	0.0284 	0.0287 	0.0287 	0.0233 	0.0249 	0.0208 	0.0176 
4161904,DP_TL,EUR,TR	0.0272 	0.0261 	0.0301 	0.0226 	0.0281 	0.0242 	0.0252 	: 
4161904,DP_TL,EUR,UK	0.0086 	0.0079 	0.0076 	0.0070 	: 	0.0056 	0.0061 	: 
4161904,DP_TL,EUR,XK	0.0146 	0.0165 	: 	: 	: 	: 	: 	: 
4161904,DP_TL,NAT,AT	0.0639 	0.0606 	0.0558 	0.0468 	0.0479 	0.0479 	0.0460 	: 
4161904,DP_TL,NAT,BA	: 	0.0212 	0.0211 	: 	: 	: 	: 	: 
4161904,DP_TL,NAT,BE	0.0302 	0.0535 	0.0498 	0.0485 	0.0479 	0.0435 	0.0497 	0.0492 
4161904,DP_TL,NAT,BG	0.0287 	0.0291 	0.0314 	0.0282 	0.0270 	0.0270 	0.0270 	0.0232 
4161904,DP_TL,NAT,CY	0.0440 	0.0451 	0.0494 	0.0374 	0.0330 	: 	: 	: 
4161904,DP_TL,NAT,CZ	0.5600 	0.6200 	0.5700 	0.5400 	0.5100 	0.4800 	0.4500 	0.3700 
4161904,DP_TL,NAT,DE	0.1510 	0.1415 	0.1231 	0.1102 	0.0968 	0.0906 	0.0832 	0.0805 
4161904,DP_TL,NAT,DK	0.8639 	0.8478 	1.1075 	1.0962 	0.9871 	0.9719 	0.9977 	0.9348 
4161904,DP_TL,NAT,EE	0.0337 	0.0353 	0.0325 	0.0276 	0.4600 	0.3447 	0.2780 	0.2100 
4161904,DP_TL,NAT,EL	0.0691 	0.0629 	0.0498 	0.0352 	0.0314 	0.0276 	: 	: 
4161904,DP_TL,NAT,ES	0.0451 	0.0445 	0.0446 	0.0376 	0.0304 	0.0278 	0.0267 	: 
4161904,DP_TL,NAT,FI	0.0450 	0.0436 	0.0426 	0.0430 	0.0312 	0.0294 	0.0288 	0.0254 
4161904,DP_TL,NAT,FR	0.0536 	0.0486 	0.0424 	: 	: 	: 	: 	: 
4161904,DP_TL,NAT,HR	0.2296 	0.2107 	0.2031 	0.1570 	0.1570 	0.1600 	0.1600 	0.1300 
4161904,DP_TL,NAT,HU	7.3293 	8.8948 	8.9642 	: 	8.6800 	8.7197 	6.7030 	8.7214 
4161904,DP_TL,NAT,IE	0.0339 	0.0299 	0.0272 	0.0263 	: 	: 	: 	: 
4161904,DP_TL,NAT,IS	3.3000 	3.2000 	3.1896 	: 	: 	: 	: 	: 
4161904,DP_TL,NAT,IT	0.1157 	0.1066 	0.1000 	0.0810 	0.0678 	0.0677 	0.0641 	: 
4161904,DP_TL,NAT,LI	0.0167 	: 	: 	: 	: 	: 	: 	: 
4161904,DP_TL,NAT,LT	0.1483 	0.1751 	0.0743 	0.0708 	0.0706 	0.0521 	0.0433 	0.0461 
4161904,DP_TL,NAT,LU	0.0299 	0.0209 	0.0222 	0.0219 	0.0290 	0.0219 	0.0186 	0.0168 
4161904,DP_TL,NAT,LV	0.0463 	0.0365 	0.0300 	0.0183 	0.0068 	0.0068 	0.0034 	0.0024 
4161904,DP_TL,NAT,ME	0.0111 	0.0120 	0.0121 	0.0122 	: 	: 	: 	: 
4161904,DP_TL,NAT,MT	0.0070 	0.0090 	0.0090 	0.0090 	0.0091 	0.0079 	0.0090 	0.0027 
4161904,DP_TL,NAT,NL	0.1066 	0.1086 	0.1046 	0.0937 	0.0932 	0.0976 	0.0738 	0.0736 
4161904,DP_TL,NAT,NO	0.3231 	0.3219 	0.2952 	0.3210 	0.3346 	0.3004 	0.3220 	0.2721 
4161904,DP_TL,NAT,PL	0.1270 	0.1293 	0.1296 	0.1227 	0.1160 	0.1085 	0.0984 	0.0928 
4161904,DP_TL,NAT,PT	0.0878 	0.0826 	0.0829 	0.0760 	0.0557 	0.0200 	0.0415 	: 
4161904,DP_TL,NAT,RO	0.1502 	0.1678 	0.1482 	0.1123 	0.0900 	0.0671 	0.0674 	0.0629 
4161904,DP_TL,NAT,RS	1.2626 	1.2072 	: 	: 	: 	: 	: 	: 
4161904,DP_TL,NAT,SE	0.5743 	0.5851 	0.5785 	0.5910 	0.5830 	0.5640 	0.5560 	0.5290 
4161904,DP_TL,NAT,SI	0.0389 	0.0389 	0.0305 	0.0297 	0.0307 	0.0248 	0.0222 	: 
4161904,DP_TL,NAT,SK	0.0258 	0.0284 	0.0287 	0.0287 	0.0233 	0.0249 	0.6300 	0.5900 
4161904,DP_TL,NAT,TR	0.0774 	0.0699 	0.0690 	0.0556 	0.0555 	0.0527 	0.0486 	: 
4161904,DP_TL,NAT,UK	0.0068 	0.0067 	0.0061 	0.0061 	: 	0.0050 	0.0050 	: 
4161904,DP_TL,NAT,XK	0.0146 	0.0165 	: 	: 	: 	: 	: 	: 
4161904,DP_TL,PPS,AT	0.0578 	0.0542 	0.0506 	0.0423 	0.0434 	0.0427 	0.0422 	: 
4161904,DP_TL,PPS,BA	: 	0.0222 	0.0224 	: 	: 	: 	: 	: 
4161904,DP_TL,PPS,BE	0.0272 	0.0475 	0.0450 	0.0437 	0.0432 	0.0381 	0.0444 	0.0450 
4161904,DP_TL,PPS,BG	0.0311 	0.0313 	0.0341 	0.0305 	0.0311 	0.0309 	0.0323 	0.0296 
4161904,DP_TL,PPS,CY	0.0501 	0.0505 	0.0544 	0.0406 	0.0372 	: 	: 	: 
4161904,DP_TL,PPS,CZ	0.0317 	0.0350 	0.0323 	0.0304 	0.0279 	0.0260 	0.0246 	0.0215 
4161904,DP_TL,PPS,DE	0.1449 	0.1346 	0.1191 	0.1060 	0.0928 	0.0842 	0.0801 	0.0786 
4161904,DP_TL,PPS,DK	0.0860 	0.0834 	0.1099 	0.1089 	0.0972 	0.0933 	0.0973 	0.0921 
4161904,DP_TL,PPS,EE	0.0451 	0.0484 	0.0458 	0.0397 	0.0434 	0.0314 	0.0250 	0.0198 
4161904,DP_TL,PPS,EL	0.0833 	0.0737 	0.0557 	0.0379 	0.0342 	0.0298 	: 	: 
4161904,DP_TL,PPS,ES	0.0504 	0.0494 	0.0493 	0.0403 	0.0323 	0.0295 	0.0290 	: 
4161904,DP_TL,PPS,FI	0.0362 	0.0353 	0.0353 	0.0357 	0.0261 	0.0245 	0.0245 	0.0219 
4161904,DP_TL,PPS,FR	0.0488 	0.0430 	0.0378 	: 	: 	: 	: 	: 
4161904,DP_TL,PPS,HR	0.0475 	0.0438 	0.0421 	0.0314 	0.0306 	0.0312 	0.0326 	0.0275 
4161904,DP_TL,PPS,HU	0.0419 	0.0520 	0.0611 	: 	0.0528 	0.0522 	0.0405 	0.0539 
4161904,DP_TL,PPS,IE	0.0305 	0.0271 	0.0248 	0.0238 	: 	: 	: 	: 
4161904,DP_TL,PPS,IS	0.0178 	0.0175 	0.0177 	: 	: 	: 	: 	: 
4161904,DP_TL,PPS,IT	0.1153 	0.1057 	0.0996 	0.0795 	0.0663 	0.0653 	0.0635 	: 
4161904,DP_TL,PPS,LT	0.0700 	0.0827 	0.0357 	0.0340 	0.0346 	0.0243 	0.0199 	0.0232 
4161904,DP_TL,PPS,LU	0.0251 	0.0172 	0.0188 	0.0185 	0.0240 	0.0182 	0.0160 	0.0147 
4161904,DP_TL,PPS,LV	0.0675 	0.0751 	0.0625 	0.0387 	0.0147 	0.0141 	0.0067 	0.0051 
4161904,DP_TL,PPS,ME	0.0216 	0.0239 	0.0246 	0.0249 	: 	: 	: 	: 
4161904,DP_TL,PPS,MT	0.0087 	0.0115 	0.0117 	0.0119 	0.0125 	0.0109 	0.0125 	0.0090 
4161904,DP_TL,PPS,NL	0.0976 	0.0990 	0.0958 	0.0852 	0.0837 	0.0873 	0.0684 	0.0696 
4161904,DP_TL,PPS,NO	0.0258 	0.0264 	0.0252 	0.0270 	0.0283 	0.0252 	0.0287 	0.0252 
4161904,DP_TL,PPS,PL	0.0525 	0.0536 	0.0537 	0.0507 	0.0486 	0.0438 	0.0414 	0.0409 
4161904,DP_TL,PPS,PT	0.1129 	0.1059 	0.1040 	0.0926 	0.0673 	0.0238 	0.0499 	: 
4161904,DP_TL,PPS,RO	0.0657 	0.0761 	0.0698 	0.0532 	0.0432 	0.0319 	0.0330 	0.0337 
4161904,DP_TL,PPS,RS	0.0222 	0.0219 	: 	: 	: 	: 	: 	: 
4161904,DP_TL,PPS,SE	0.0485 	0.0502 	0.0499 	0.0504 	0.0495 	0.0476 	0.0495 	0.0483 
4161904,DP_TL,PPS,SI	0.0487 	0.0483 	0.0377 	0.0356 	0.0365 	0.0289 	0.0273 	: 
4161904,DP_TL,PPS,SK	0.0387 	0.0418 	0.0420 	0.0418 	0.0349 	0.0366 	0.0295 	0.0260 
4161904,DP_TL,PPS,TR	0.0488 	0.0475 	0.0499 	0.0423 	0.0450 	0.0435 	0.0427 	: 
4161904,DP_TL,PPS,UK	0.0073 	0.0072 	0.0067 	0.0066 	: 	0.0057 	0.0060 	: 
4161905,DP_ES,EUR,AT	0.0602 	0.0690 	0.0684 	0.0739 	0.0674 	0.0674 	0.0631 	: 
4161905,DP_ES,EUR,BA	: 	0.0321 	0.0327 	: 	: 	: 	: 	: 
4161905,DP_ES,EUR,BE	0.0519 	0.0507 	0.0534 	0.0516 	0.0510 	0.0450 	0.0745 	0.0478 
4161905,DP_ES,EUR,BG	0.0511 	0.0449 	0.0478 	0.0414 	0.0475 	0.0424 	0.0486 	0.0337 
4161905,DP_ES,EUR,CY	0.1554 	0.1668 	0.2050 	0.1678 	0.1343 	: 	: 	: 
4161905,DP_ES,EUR,CZ	0.0358 	0.0457 	0.0502 	0.0471 	0.0491 	0.0710 	0.0639 	0.0493 
4161905,DP_ES,EUR,DE	0.0741 	0.0773 	0.0760 	0.0745 	0.0765 	0.0714 	0.0716 	0.0608 
4161905,DP_ES,EUR,DK	0.0436 	0.0456 	0.0501 	0.0650 	0.0573 	0.0442 	0.0778 	0.0388 
4161905,DP_ES,EUR,EE	0.0436 	0.0455 	0.0406 	0.0309 	0.0294 	0.0290 	0.0273 	0.0238 
4161905,DP_ES,EUR,EL	0.0954 	0.0954 	0.0848 	0.0769 	0.1116 	0.1073 	: 	: 
4161905,DP_ES,EUR,ES	0.1086 	0.1202 	0.0672 	0.0794 	0.0696 	0.0807 	0.0804 	: 
4161905,DP_ES,EUR,FI	0.0479 	0.0518 	0.0530 	0.0547 	0.0492 	0.0475 	0.0476 	0.0401 
4161905,DP_ES,EUR,FR	0.0545 	0.0513 	0.0541 	: 	: 	: 	: 	: 
4161905,DP_ES,EUR,HR	0.0562 	0.0592 	0.0620 	0.0511 	0.0523 	0.0521 	0.0515 	0.0342 
4161905,DP_ES,EUR,HU	0.0492 	0.0597 	0.0662 	: 	0.0728 	0.0791 	0.0984 	0.0507 
4161905,DP_ES,EUR,IE	0.1021 	0.0934 	0.0972 	0.0889 	: 	: 	: 	: 
4161905,DP_ES,EUR,IS	0.0329 	0.0300 	0.0307 	: 	: 	: 	: 	: 
4161905,DP_ES,EUR,IT	0.0922 	0.0942 	0.1035 	0.0930 	0.1019 	0.1061 	0.1101 	: 
4161905,DP_ES,EUR,LI	0.0710 	: 	: 	: 	: 	: 	: 	: 
4161905,DP_ES,EUR,LT	0.0503 	0.0481 	0.0491 	0.0487 	0.0463 	0.0377 	0.0365 	0.0311 
4161905,DP_ES,EUR,LU	0.0556 	0.0550 	0.0561 	0.0501 	0.0510 	0.0529 	0.0310 	0.0206 
4161905,DP_ES,EUR,LV	0.0399 	0.0343 	0.0484 	0.0638 	0.0486 	0.0494 	0.0492 	0.0359 
4161905,DP_ES,EUR,ME	0.0379 	0.0358 	0.0370 	0.0346 	: 	: 	: 	: 
4161905,DP_ES,EUR,MT	0.3478 	0.3351 	0.3159 	0.3281 	0.3467 	0.1802 	0.1653 	0.1111 
4161905,DP_ES,EUR,NL	0.0651 	0.0669 	0.0736 	0.0000 	: 	: 	: 	: 
4161905,DP_ES,EUR,NO	0.0375 	0.0427 	0.0341 	0.0447 	0.0516 	0.0376 	0.0519 	0.0333 
4161905,DP_ES,EUR,PL	0.0584 	0.0598 	0.0650 	0.0592 	0.0609 	0.0552 	0.0490 	0.0341 
4161905,DP_ES,EUR,PT	0.0711 	0.0732 	0.0661 	0.0548 	0.0533 	0.0739 	0.0582 	: 
4161905,DP_ES,EUR,RO	0.0357 	0.0325 	0.0258 	0.0316 	0.0285 	0.0272 	0.0398 	0.0427 
4161905,DP_ES,EUR,RS	0.0375 	0.0443 	: 	: 	: 	: 	: 	: 
4161905,DP_ES,EUR,SE	0.0453 	0.0534 	0.0565 	0.0595 	0.0629 	0.0512 	0.0579 	0.0496 
4161905,DP_ES,EUR,SI	0.0559 	0.0580 	0.0585 	0.0578 	0.0598 	0.0608 	0.0504 	: 
4161905,DP_ES,EUR,SK	0.0515 	0.0602 	0.0636 	0.0618 	0.0652 	0.0683 	0.0557 	0.0424 
4161905,DP_ES,EUR,TR	0.0737 	0.0747 	0.0830 	0.0627 	0.0898 	0.0785 	0.0828 	: 
4161905,DP_ES,EUR,UK	0.1246 	0.1160 	0.1128 	0.0976 	: 	0.0788 	0.0881 	: 
4161905,DP_ES,EUR,XK	0.0312 	0.0300 	: 	: 	: 	: 	: 	: 
4161905,DP_ES,NAT,AT	0.0602 	0.0690 	0.0684 	0.0739 	0.0674 	0.0674 	0.0631 	: 
4161905,DP_ES,NAT,BA	: 	0.0630 	0.0640 	: 	: 	: 	: 	: 
4161905,DP_ES,NAT,BE	0.0519 	0.0507 	0.0534 	0.0516 	0.0510 	0.0450 	0.0745 	0.0478 
4161905,DP_ES,NAT,BG	0.0999 	0.0879 	0.0934 	0.0809 	0.0929 	0.0830 	0.0950 	0.0660 
4161905,DP_ES,NAT,CY	0.1554 	0.1668 	0.2050 	0.1678 	0.1343 	: 	: 	: 
4161905,DP_ES,NAT,CZ	0.9900 	1.2000 	1.2600 	1.1700 	1.2200 	1.8300 	1.5800 	1.3500 
4161905,DP_ES,NAT,DE	0.0741 	0.0773 	0.0760 	0.0745 	0.0765 	0.0714 	0.0716 	0.0608 
4161905,DP_ES,NAT,DK	0.3249 	0.3403 	0.3736 	0.4842 	0.4272 	0.3289 	0.5798 	0.2889 
4161905,DP_ES,NAT,EE	0.0436 	0.0455 	0.0406 	0.0309 	0.4600 	0.4540 	0.4270 	0.3720 
4161905,DP_ES,NAT,EL	0.0954 	0.0954 	0.0848 	0.0769 	0.1116 	0.1073 	: 	: 
4161905,DP_ES,NAT,ES	0.1086 	0.1202 	0.0672 	0.0794 	0.0696 	0.0807 	0.0804 	: 
4161905,DP_ES,NAT,FI	0.0479 	0.0518 	0.0530 	0.0547 	0.0492 	0.0475 	0.0476 	0.0401 
4161905,DP_ES,NAT,FR	0.0545 	0.0513 	0.0541 	: 	: 	: 	: 	: 
4161905,DP_ES,NAT,HR	0.4294 	0.4490 	0.4649 	0.3820 	0.3820 	0.3800 	0.3700 	0.2500 
4161905,DP_ES,NAT,HU	15.2684 	17.7872 	18.7348 	: 	20.3200 	21.4416 	24.5628 	12.7936 
4161905,DP_ES,NAT,IE	0.1021 	0.0934 	0.0972 	0.0889 	: 	: 	: 	: 
4161905,DP_ES,NAT,IS	5.0768 	4.8499 	4.8659 	: 	: 	: 	: 	: 
4161905,DP_ES,NAT,IT	0.0922 	0.0942 	0.1035 	0.0930 	0.1019 	0.1061 	0.1101 	: 
4161905,DP_ES,NAT,LI	0.0858 	: 	: 	: 	: 	: 	: 	: 
4161905,DP_ES,NAT,LT	0.1737 	0.1662 	0.1696 	0.1681 	0.1598 	0.1301 	0.1259 	0.1073 
4161905,DP_ES,NAT,LU	0.0556 	0.0550 	0.0561 	0.0501 	0.0510 	0.0529 	0.0310 	0.0206 
4161905,DP_ES,NAT,LV	0.0399 	0.0241 	0.0337 	0.0450 	0.0345 	0.0348 	0.0348 	0.0251 
4161905,DP_ES,NAT,ME	0.0379 	0.0358 	0.0370 	0.0346 	: 	: 	: 	: 
4161905,DP_ES,NAT,MT	0.3478 	0.3351 	0.3159 	0.3281 	0.3467 	0.1802 	0.1653 	0.0477 
4161905,DP_ES,NAT,NL	0.0651 	0.0669 	0.0736 	0.0000 	: 	: 	: 	: 
4161905,DP_ES,NAT,NO	0.3164 	0.3449 	0.2519 	0.3470 	0.4130 	0.3225 	0.4413 	0.2626 
4161905,DP_ES,NAT,PL	0.2449 	0.2522 	0.2681 	0.2537 	0.2427 	0.2312 	0.1732 	0.1270 
4161905,DP_ES,NAT,PT	0.0711 	0.0732 	0.0661 	0.0548 	0.0533 	0.0739 	0.0582 	: 
4161905,DP_ES,NAT,RO	0.1580 	0.1445 	0.1167 	0.1358 	0.1218 	0.1157 	0.1473 	0.1428 
4161905,DP_ES,NAT,RS	4.4545 	5.0649 	: 	: 	: 	: 	: 	: 
4161905,DP_ES,NAT,SE	0.4186 	0.4682 	0.4821 	0.5423 	0.5850 	0.5320 	0.5710 	0.4600 
4161905,DP_ES,NAT,SI	0.0559 	0.0580 	0.0585 	0.0578 	0.0598 	0.0608 	0.0504 	: 
4161905,DP_ES,NAT,SK	0.0515 	0.0602 	0.0636 	0.0618 	0.0652 	0.0683 	1.6900 	1.4200 
4161905,DP_ES,NAT,TR	0.2099 	0.2003 	0.1901 	0.1546 	0.1772 	0.1707 	0.1594 	: 
4161905,DP_ES,NAT,UK	0.0986 	0.0983 	0.0902 	0.0847 	: 	0.0700 	0.0720 	: 
4161905,DP_ES,NAT,XK	0.0312 	0.0300 	: 	: 	: 	: 	: 	: 
4161905,DP_ES,PPS,AT	0.0545 	0.0617 	0.0621 	0.0667 	0.0611 	0.0601 	0.0578 	: 
4161905,DP_ES,PPS,BA	: 	0.0661 	0.0678 	: 	: 	: 	: 	: 
4161905,DP_ES,PPS,BE	0.0468 	0.0450 	0.0482 	0.0465 	0.0460 	0.0394 	0.0666 	0.0437 
4161905,DP_ES,PPS,BG	0.1083 	0.0945 	0.1016 	0.0874 	0.1071 	0.0949 	0.1136 	0.0841 
4161905,DP_ES,PPS,CY	0.1768 	0.1869 	0.2258 	0.1823 	0.1514 	: 	: 	: 
4161905,DP_ES,PPS,CZ	0.0561 	0.0677 	0.0713 	0.0659 	0.0667 	0.0990 	0.0865 	0.0786 
4161905,DP_ES,PPS,DE	0.0711 	0.0735 	0.0735 	0.0717 	0.0733 	0.0664 	0.0689 	0.0594 
4161905,DP_ES,PPS,DK	0.0323 	0.0335 	0.0371 	0.0481 	0.0420 	0.0316 	0.0565 	0.0285 
4161905,DP_ES,PPS,EE	0.0584 	0.0624 	0.0423 	0.0445 	0.0434 	0.0414 	0.0384 	0.0350 
4161905,DP_ES,PPS,EL	0.1151 	0.1118 	0.0948 	0.0829 	0.1214 	0.1157 	: 	: 
4161905,DP_ES,PPS,ES	0.1214 	0.1335 	0.0742 	0.0851 	0.0741 	0.0856 	0.0872 	: 
4161905,DP_ES,PPS,FI	0.0385 	0.0420 	0.0439 	0.0455 	0.0412 	0.0396 	0.0405 	0.0346 
4161905,DP_ES,PPS,FR	0.0496 	0.0454 	0.0482 	: 	: 	: 	: 	: 
4161905,DP_ES,PPS,HR	0.0888 	0.0933 	0.0964 	0.0763 	0.0745 	0.0742 	0.0754 	0.0528 
4161905,DP_ES,PPS,HU	0.0874 	0.1039 	0.1174 	: 	0.1236 	0.1285 	0.1483 	0.0790 
4161905,DP_ES,PPS,IE	0.0917 	0.0848 	0.0886 	0.0806 	: 	: 	: 	: 
4161905,DP_ES,PPS,IS	0.0273 	0.0265 	0.0270 	: 	: 	: 	: 	: 
4161905,DP_ES,PPS,IT	0.0919 	0.0934 	0.1031 	0.0913 	0.0997 	0.1024 	0.1090 	: 
4161905,DP_ES,PPS,LT	0.0820 	0.0785 	0.0815 	0.0807 	0.0783 	0.0608 	0.0579 	0.0540 
4161905,DP_ES,PPS,LU	0.0466 	0.0454 	0.0475 	0.0423 	0.0422 	0.0439 	0.0267 	0.0181 
4161905,DP_ES,PPS,LV	0.0582 	0.0496 	0.0702 	0.0953 	0.0745 	0.0723 	0.0689 	0.0538 
4161905,DP_ES,PPS,ME	0.0738 	0.0714 	0.0753 	0.0705 	: 	: 	: 	: 
4161905,DP_ES,PPS,MT	0.4339 	0.4297 	0.4121 	0.4339 	0.4747 	0.2478 	0.2305 	0.1589 
4161905,DP_ES,PPS,NL	0.0596 	0.0610 	0.0674 	0.0000 	: 	: 	: 	: 
4161905,DP_ES,PPS,NO	0.0253 	0.0283 	0.0215 	0.0291 	0.0350 	0.0271 	0.0394 	0.0243 
4161905,DP_ES,PPS,PL	0.1012 	0.1046 	0.1111 	0.1047 	0.1018 	0.0933 	0.0729 	0.0559 
4161905,DP_ES,PPS,PT	0.0914 	0.0939 	0.0830 	0.0667 	0.0644 	0.0878 	0.0700 	: 
4161905,DP_ES,PPS,RO	0.0692 	0.0656 	0.0549 	0.0644 	0.0584 	0.0549 	0.0721 	0.0766 
4161905,DP_ES,PPS,RS	0.0783 	0.0920 	: 	: 	: 	: 	: 	: 
