consom,breakdown,currency,geo\time	2014S2 	2013S2 	2012S2 	2011S2 	2010S2 	2009S2 	2008S2 	2007S2 
4161903,DP_ES,NAT,FR	0.0639 	0.0585 	0.0556 	: 	: 	: 	: 	: 
4161903,DP_ES,NAT,HR	0.4517 	0.4787 	0.4989 	0.4080 	0.4030 	0.4000 	0.4100 	0.2900 
4161903,DP_ES,NAT,HU	14.6309 	17.1442 	19.6054 	: 	20.2400 	21.7122 	20.6831 	14.3684 
4161903,DP_ES,NAT,IE	0.1388 	0.1247 	0.1285 	0.1154 	: 	: 	: 	: 
4161903,DP_ES,NAT,IS	5.1325 	4.9267 	4.8659 	: 	: 	: 	: 	: 
4161903,DP_ES,NAT,IT	0.1011 	0.1064 	0.1106 	0.0981 	0.0938 	0.1084 	0.1114 	: 
4161903,DP_ES,NAT,LI	0.0873 	: 	: 	: 	: 	: 	: 	: 
4161903,DP_ES,NAT,LT	0.1737 	0.1662 	0.1696 	0.1681 	0.1597 	0.1300 	0.1260 	0.1073 
4161903,DP_ES,NAT,LU	0.0721 	0.0698 	0.0747 	0.0713 	0.0730 	0.0909 	0.0626 	0.0624 
4161903,DP_ES,NAT,LV	0.0290 	0.0203 	0.0269 	0.0380 	0.0348 	0.0348 	0.0348 	0.0251 
4161903,DP_ES,NAT,ME	0.0422 	0.0400 	0.0406 	0.0346 	: 	: 	: 	: 
4161903,DP_ES,NAT,MT	0.0969 	0.1389 	0.1378 	0.1366 	0.1351 	0.1218 	0.1239 	0.0280 
4161903,DP_ES,NAT,NL	0.0745 	0.0761 	0.0788 	0.0779 	0.0789 	0.0914 	0.0848 	0.0806 
4161903,DP_ES,NAT,NO	0.3921 	0.4219 	0.3209 	0.4150 	0.4823 	0.3894 	0.5016 	0.3054 
4161903,DP_ES,NAT,PL	0.2326 	0.2471 	0.2606 	0.2461 	0.2343 	0.2306 	0.1719 	0.1337 
4161903,DP_ES,NAT,PT	0.0702 	0.0729 	0.0740 	0.0626 	0.0605 	0.0870 	0.0699 	: 
4161903,DP_ES,NAT,RO	0.1661 	0.1628 	0.1172 	0.1375 	0.1426 	0.1332 	0.1320 	0.1155 
4161903,DP_ES,NAT,RS	2.3574 	2.0827 	: 	: 	: 	: 	: 	: 
4161903,DP_ES,NAT,SE	0.4407 	0.4952 	0.5134 	0.5830 	0.6230 	0.5630 	0.6110 	0.4736 
4161903,DP_ES,NAT,SI	0.0585 	0.0612 	0.0623 	0.0605 	0.0542 	0.0540 	0.0457 	: 
4161903,DP_ES,NAT,SK	0.0535 	0.0633 	0.0687 	0.0654 	0.0722 	0.0691 	1.9700 	1.8600 
4161903,DP_ES,NAT,TR	0.2115 	0.2034 	0.1898 	0.1555 	0.1771 	0.1707 	0.1594 	: 
4161903,DP_ES,NAT,UK	0.1183 	0.1146 	0.1074 	0.1017 	: 	0.0830 	0.0870 	: 
4161903,DP_ES,NAT,XK	0.0203 	0.0149 	: 	: 	: 	: 	: 	: 
4161903,DP_ES,PPS,AT	0.0638 	0.0678 	0.0697 	0.0724 	0.0644 	0.0633 	0.0621 	: 
4161903,DP_ES,PPS,BA	: 	0.0726 	0.0743 	: 	: 	: 	: 	: 
4161903,DP_ES,PPS,BE	0.0625 	0.0630 	0.0707 	0.0683 	0.0668 	0.0612 	0.0865 	0.0641 
4161903,DP_ES,PPS,BG	0.1174 	0.0927 	0.1002 	0.0895 	0.1070 	0.0961 	0.0957 	0.0835 
4161903,DP_ES,PPS,CY	0.1750 	0.1854 	0.2247 	0.1816 	0.1505 	: 	: 	: 
4161903,DP_ES,PPS,CZ	0.0572 	0.0654 	0.0685 	0.0642 	0.0645 	0.0985 	0.0860 	0.0797 
4161903,DP_ES,PPS,DE	0.0741 	0.0824 	0.0818 	0.0777 	0.0840 	0.0742 	0.0771 	0.0646 
4161903,DP_ES,PPS,DK	0.0343 	0.0355 	0.0391 	0.0500 	0.0440 	0.0334 	0.0583 	0.0301 
4161903,DP_ES,PPS,EE	0.0616 	0.0657 	0.0439 	0.0458 	0.0462 	0.0464 	0.0438 	0.0424 
4161903,DP_ES,PPS,EL	0.1139 	0.1087 	0.0886 	0.0783 	0.0744 	0.0726 	: 	: 
4161903,DP_ES,PPS,ES	0.1525 	0.1582 	0.0909 	0.0993 	0.0888 	0.1025 	0.0970 	: 
4161903,DP_ES,PPS,FI	0.0452 	0.0489 	0.0508 	0.0536 	0.0487 	0.0459 	0.0468 	0.0410 
4161903,DP_ES,PPS,FR	0.0582 	0.0517 	0.0495 	: 	: 	: 	: 	: 
4161903,DP_ES,PPS,HR	0.0934 	0.0995 	0.1034 	0.0815 	0.0786 	0.0781 	0.0836 	0.0613 
4161903,DP_ES,PPS,HU	0.0837 	0.1001 	0.1179 	: 	0.1231 	0.1301 	0.1248 	0.0888 
4161903,DP_ES,PPS,IE	0.1247 	0.1132 	0.1172 	0.1046 	: 	: 	: 	: 
4161903,DP_ES,PPS,IS	0.0276 	0.0269 	0.0270 	: 	: 	: 	: 	: 
4161903,DP_ES,PPS,IT	0.1007 	0.1055 	0.1101 	0.0963 	0.0918 	0.1046 	0.1103 	: 
4161903,DP_ES,PPS,LT	0.0820 	0.0785 	0.0815 	0.0807 	0.0782 	0.0608 	0.0579 	0.0540 
4161903,DP_ES,PPS,LU	0.0605 	0.0576 	0.0632 	0.0601 	0.0604 	0.0754 	0.0540 	0.0548 
4161903,DP_ES,PPS,LV	0.0423 	0.0418 	0.0560 	0.0804 	0.0751 	0.0723 	0.0689 	0.0538 
4161903,DP_ES,PPS,ME	0.0822 	0.0797 	0.0827 	0.0705 	: 	: 	: 	: 
4161903,DP_ES,PPS,MT	0.1209 	0.1781 	0.1797 	0.1807 	0.1850 	0.1675 	0.1728 	0.0933 
4161903,DP_ES,PPS,NL	0.0682 	0.0693 	0.0722 	0.0708 	0.0709 	0.0817 	0.0786 	0.0763 
4161903,DP_ES,PPS,NO	0.0313 	0.0346 	0.0273 	0.0349 	0.0408 	0.0327 	0.0448 	0.0282 
4161903,DP_ES,PPS,PL	0.0961 	0.1024 	0.1080 	0.1016 	0.0983 	0.0930 	0.0723 	0.0589 
4161903,DP_ES,PPS,PT	0.0902 	0.0935 	0.0929 	0.0762 	0.0731 	0.1033 	0.0841 	: 
4161903,DP_ES,PPS,RO	0.0727 	0.0739 	0.0552 	0.0652 	0.0684 	0.0632 	0.0646 	0.0620 
4161903,DP_ES,PPS,RS	0.0414 	0.0378 	: 	: 	: 	: 	: 	: 
4161903,DP_ES,PPS,SE	0.0372 	0.0425 	0.0443 	0.0497 	0.0529 	0.0475 	0.0544 	0.0432 
4161903,DP_ES,PPS,SI	0.0732 	0.0760 	0.0770 	0.0724 	0.0645 	0.0630 	0.0563 	: 
4161903,DP_ES,PPS,SK	0.0803 	0.0932 	0.1006 	0.0952 	0.1080 	0.1017 	0.0922 	0.0819 
4161903,DP_ES,PPS,TR	0.1333 	0.1381 	0.1372 	0.1183 	0.1437 	0.1408 	0.1399 	: 
4161903,DP_ES,PPS,UK	0.1262 	0.1239 	0.1175 	0.1097 	: 	0.0952 	0.1044 	: 
4161903,DP_NC,EUR,AT	0.0589 	0.0604 	0.0644 	0.0641 	0.0671 	0.0671 	0.0591 	: 
4161903,DP_NC,EUR,BA	: 	0.0327 	0.0329 	: 	: 	: 	: 	: 
4161903,DP_NC,EUR,BE	0.0984 	0.0932 	0.0901 	0.0837 	0.0719 	0.0692 	0.0652 	0.0585 
4161903,DP_NC,EUR,BG	0.0192 	0.0294 	0.0325 	0.0303 	0.0218 	0.0251 	0.0276 	0.0266 
4161903,DP_NC,EUR,CY	0.0377 	0.0374 	0.0374 	0.0364 	0.0355 	: 	: 	: 
4161903,DP_NC,EUR,CZ	0.0677 	0.0781 	0.0756 	0.0749 	0.0672 	0.0466 	0.0445 	0.0394 
4161903,DP_NC,EUR,DE	0.0668 	0.0623 	0.0587 	0.0588 	0.0570 	0.0561 	0.0540 	0.0618 
4161903,DP_NC,EUR,DK	0.0847 	0.0766 	0.0768 	0.0639 	0.0599 	0.0655 	0.0521 	0.0618 
4161903,DP_NC,EUR,EE	0.0522 	0.0528 	0.0311 	0.0445 	0.0396 	0.0371 	0.0359 	0.0367 
4161903,DP_NC,EUR,EL	0.0271 	0.0265 	0.0280 	0.0276 	0.0275 	0.0269 	: 	: 
4161903,DP_NC,EUR,ES	0.0497 	0.0362 	0.0966 	0.0758 	0.0683 	0.0414 	0.0383 	: 
4161903,DP_NC,EUR,FI	0.0487 	0.0484 	0.0485 	0.0463 	0.0445 	0.0417 	0.0405 	0.0392 
4161903,DP_NC,EUR,FR	0.0567 	0.0519 	0.0513 	: 	: 	: 	: 	: 
4161903,DP_NC,EUR,HR	0.0422 	0.0429 	0.0435 	0.0380 	0.0379 	0.0384 	0.0390 	0.0396 
4161903,DP_NC,EUR,HU	0.0431 	0.0443 	0.0534 	: 	0.0522 	0.0519 	0.0453 	0.0387 
4161903,DP_NC,EUR,IE	0.0697 	0.0780 	0.0669 	0.0601 	: 	: 	: 	: 
4161903,DP_NC,EUR,IS	0.0581 	0.0542 	0.0613 	: 	: 	: 	: 	: 
4161903,DP_NC,EUR,IT	0.0458 	0.0437 	0.0419 	0.0431 	0.0449 	0.0442 	0.0467 	: 
4161903,DP_NC,EUR,LI	0.0685 	: 	: 	: 	: 	: 	: 	: 
4161903,DP_NC,EUR,LT	0.0380 	0.0397 	0.0557 	0.0522 	0.0542 	0.0391 	0.0368 	0.0418 
4161903,DP_NC,EUR,LU	0.0710 	0.0731 	0.0730 	0.0723 	0.0710 	0.0745 	0.0766 	0.0818 
4161903,DP_NC,EUR,LV	0.0564 	0.0564 	0.0569 	0.0561 	0.0462 	0.0464 	0.0463 	0.0334 
4161903,DP_NC,EUR,ME	0.0445 	0.0455 	0.0418 	0.0383 	: 	: 	: 	: 
4161903,DP_NC,EUR,MT	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0219 
4161903,DP_NC,EUR,NL	0.0524 	0.0612 	0.0589 	0.0564 	0.0477 	0.0506 	0.0491 	0.0483 
4161903,DP_NC,EUR,NO	0.0717 	0.0757 	0.0831 	0.0817 	0.0785 	0.0669 	0.0646 	0.0682 
4161903,DP_NC,EUR,PL	0.0542 	0.0535 	0.0563 	0.0478 	0.0495 	0.0459 	0.0519 	0.0710 
4161903,DP_NC,EUR,PT	0.0599 	0.0514 	0.0434 	0.0442 	0.0455 	0.0514 	0.0398 	: 
4161903,DP_NC,EUR,RO	0.0530 	0.0530 	0.0489 	0.0503 	0.0505 	0.0502 	0.0563 	0.0608 
4161903,DP_NC,EUR,RS	0.0292 	0.0321 	: 	: 	: 	: 	: 	: 
4161903,DP_NC,EUR,SE	0.0717 	0.0756 	0.0743 	0.0701 	0.0606 	0.0516 	0.0518 	0.0503 
4161903,DP_NC,EUR,SI	0.0566 	0.0564 	0.0569 	0.0544 	0.0516 	0.0510 	0.0462 	: 
4161903,DP_NC,EUR,SK	0.0702 	0.0733 	0.0717 	0.0741 	0.0654 	0.0620 	0.0633 	0.0597 
4161903,DP_NC,EUR,TR	0.0297 	0.0294 	0.0341 	0.0288 	0.0195 	0.0151 	0.0141 	: 
4161903,DP_NC,EUR,UK	0.0423 	0.0360 	0.0356 	0.0332 	: 	0.0405 	0.0453 	: 
4161903,DP_NC,EUR,XK	0.0238 	0.0253 	: 	: 	: 	: 	: 	: 
4161903,DP_NC,NAT,AT	0.0589 	0.0604 	0.0644 	0.0641 	0.0671 	0.0671 	0.0591 	: 
4161903,DP_NC,NAT,BA	: 	0.0641 	0.0645 	: 	: 	: 	: 	: 
4161903,DP_NC,NAT,BE	0.0984 	0.0932 	0.0901 	0.0837 	0.0719 	0.0692 	0.0652 	0.0585 
4161903,DP_NC,NAT,BG	0.0376 	0.0575 	0.0636 	0.0593 	0.0426 	0.0490 	0.0540 	0.0520 
4161903,DP_NC,NAT,CY	0.0377 	0.0374 	0.0374 	0.0364 	0.0355 	: 	: 	: 
4161903,DP_NC,NAT,CZ	1.8700 	2.0500 	1.9000 	1.8600 	1.6700 	1.2000 	1.1000 	1.0800 
4161903,DP_NC,NAT,DE	0.0668 	0.0623 	0.0587 	0.0588 	0.0570 	0.0561 	0.0540 	0.0618 
4161903,DP_NC,NAT,DK	0.6308 	0.5712 	0.5724 	0.4758 	0.4464 	0.4879 	0.3883 	0.4602 
4161903,DP_NC,NAT,EE	0.0522 	0.0528 	0.0311 	0.0445 	0.6200 	0.5800 	0.5610 	0.5740 
4161903,DP_NC,NAT,EL	0.0271 	0.0265 	0.0280 	0.0276 	0.0275 	0.0269 	: 	: 
4161903,DP_NC,NAT,ES	0.0497 	0.0362 	0.0966 	0.0758 	0.0683 	0.0414 	0.0383 	: 
4161903,DP_NC,NAT,FI	0.0487 	0.0484 	0.0485 	0.0463 	0.0445 	0.0417 	0.0405 	0.0392 
4161903,DP_NC,NAT,FR	0.0567 	0.0519 	0.0513 	: 	: 	: 	: 	: 
4161903,DP_NC,NAT,HR	0.3229 	0.3255 	0.3264 	0.2840 	0.2770 	0.2800 	0.2800 	0.2900 
4161903,DP_NC,NAT,HU	13.3739 	13.1805 	15.1145 	: 	14.5700 	14.0804 	11.3017 	9.7734 
4161903,DP_NC,NAT,IE	0.0697 	0.0780 	0.0669 	0.0601 	: 	: 	: 	: 
4161903,DP_NC,NAT,IS	8.9675 	8.7733 	9.7103 	: 	: 	: 	: 	: 
4161903,DP_NC,NAT,IT	0.0458 	0.0437 	0.0419 	0.0431 	0.0449 	0.0442 	0.0467 	: 
4161903,DP_NC,NAT,LI	0.0828 	: 	: 	: 	: 	: 	: 	: 
4161903,DP_NC,NAT,LT	0.1313 	0.1371 	0.1923 	0.1803 	0.1873 	0.1350 	0.1270 	0.1444 
4161903,DP_NC,NAT,LU	0.0710 	0.0731 	0.0730 	0.0723 	0.0710 	0.0745 	0.0766 	0.0818 
4161903,DP_NC,NAT,LV	0.0564 	0.0396 	0.0396 	0.0396 	0.0328 	0.0327 	0.0327 	0.0234 
4161903,DP_NC,NAT,ME	0.0445 	0.0455 	0.0418 	0.0383 	: 	: 	: 	: 
4161903,DP_NC,NAT,MT	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0094 
4161903,DP_NC,NAT,NL	0.0524 	0.0612 	0.0589 	0.0564 	0.0477 	0.0506 	0.0491 	0.0483 
4161903,DP_NC,NAT,NO	0.6043 	0.6117 	0.6133 	0.6340 	0.6285 	0.5733 	0.5491 	0.5389 
4161903,DP_NC,NAT,PL	0.2272 	0.2254 	0.2321 	0.2048 	0.1973 	0.1923 	0.1836 	0.2646 
4161903,DP_NC,NAT,PT	0.0599 	0.0514 	0.0434 	0.0442 	0.0455 	0.0514 	0.0398 	: 
4161903,DP_NC,NAT,RO	0.2346 	0.2356 	0.2216 	0.2161 	0.2157 	0.2131 	0.2082 	0.2031 
4161903,DP_NC,NAT,RS	3.4646 	3.6636 	: 	: 	: 	: 	: 	: 
4161903,DP_NC,NAT,SE	0.6620 	0.6628 	0.6335 	0.6388 	0.5630 	0.5360 	0.5100 	0.4666 
4161903,DP_NC,NAT,SI	0.0566 	0.0564 	0.0569 	0.0544 	0.0516 	0.0510 	0.0462 	: 
4161903,DP_NC,NAT,SK	0.0702 	0.0733 	0.0717 	0.0741 	0.0654 	0.0620 	1.9200 	2.0000 
4161903,DP_NC,NAT,TR	0.0845 	0.0789 	0.0781 	0.0710 	0.0384 	0.0328 	0.0272 	: 
4161903,DP_NC,NAT,UK	0.0335 	0.0305 	0.0285 	0.0288 	: 	0.0360 	0.0370 	: 
4161903,DP_NC,NAT,XK	0.0238 	0.0253 	: 	: 	: 	: 	: 	: 
4161903,DP_NC,PPS,AT	0.0533 	0.0540 	0.0584 	0.0579 	0.0609 	0.0598 	0.0542 	: 
4161903,DP_NC,PPS,BA	: 	0.0672 	0.0684 	: 	: 	: 	: 	: 
4161903,DP_NC,PPS,BE	0.0887 	0.0828 	0.0813 	0.0754 	0.0648 	0.0606 	0.0583 	0.0535 
4161903,DP_NC,PPS,BG	0.0408 	0.0618 	0.0692 	0.0640 	0.0491 	0.0560 	0.0646 	0.0663 
4161903,DP_NC,PPS,CY	0.0429 	0.0419 	0.0412 	0.0396 	0.0400 	: 	: 	: 
4161903,DP_NC,PPS,CZ	0.1059 	0.1156 	0.1076 	0.1048 	0.0914 	0.0649 	0.0603 	0.0628 
4161903,DP_NC,PPS,DE	0.0641 	0.0593 	0.0568 	0.0566 	0.0546 	0.0522 	0.0520 	0.0604 
4161903,DP_NC,PPS,DK	0.0628 	0.0562 	0.0568 	0.0472 	0.0439 	0.0469 	0.0379 	0.0453 
4161903,DP_NC,PPS,EE	0.0699 	0.0724 	0.0681 	0.0641 	0.0584 	0.0529 	0.0505 	0.0540 
4161903,DP_NC,PPS,EL	0.0327 	0.0310 	0.0313 	0.0297 	0.0299 	0.0290 	: 	: 
4161903,DP_NC,PPS,ES	0.0556 	0.0402 	0.1067 	0.0812 	0.0727 	0.0439 	0.0415 	: 
4161903,DP_NC,PPS,FI	0.0392 	0.0392 	0.0402 	0.0385 	0.0373 	0.0347 	0.0345 	0.0338 
4161903,DP_NC,PPS,FR	0.0517 	0.0459 	0.0457 	: 	: 	: 	: 	: 
4161903,DP_NC,PPS,HR	0.0668 	0.0677 	0.0677 	0.0567 	0.0540 	0.0547 	0.0571 	0.0613 
4161903,DP_NC,PPS,HU	0.0765 	0.0770 	0.0896 	: 	0.0886 	0.0844 	0.0682 	0.0604 
4161903,DP_NC,PPS,IE	0.0626 	0.0708 	0.0610 	0.0545 	: 	: 	: 	: 
4161903,DP_NC,PPS,IS	0.0483 	0.0479 	0.0539 	: 	: 	: 	: 	: 
4161903,DP_NC,PPS,IT	0.0456 	0.0433 	0.0417 	0.0423 	0.0439 	0.0427 	0.0462 	: 
4161903,DP_NC,PPS,LT	0.0620 	0.0648 	0.0924 	0.0865 	0.0917 	0.0631 	0.0584 	0.0727 
4161903,DP_NC,PPS,LU	0.0596 	0.0603 	0.0618 	0.0610 	0.0588 	0.0618 	0.0660 	0.0718 
4161903,DP_NC,PPS,LV	0.0822 	0.0815 	0.0825 	0.0838 	0.0708 	0.0680 	0.0647 	0.0502 
4161903,DP_NC,PPS,ME	0.0867 	0.0907 	0.0851 	0.0780 	: 	: 	: 	: 
4161903,DP_NC,PPS,MT	0.0274 	0.0282 	0.0287 	0.0291 	0.0301 	0.0302 	0.0307 	0.0313 
4161903,DP_NC,PPS,NL	0.0480 	0.0558 	0.0540 	0.0513 	0.0429 	0.0452 	0.0455 	0.0457 
4161903,DP_NC,PPS,NO	0.0483 	0.0502 	0.0523 	0.0532 	0.0532 	0.0482 	0.0490 	0.0498 
4161903,DP_NC,PPS,PL	0.0938 	0.0934 	0.0962 	0.0846 	0.0827 	0.0776 	0.0773 	0.1165 
4161903,DP_NC,PPS,PT	0.0770 	0.0659 	0.0545 	0.0538 	0.0549 	0.0611 	0.0479 	: 
4161903,DP_NC,PPS,RO	0.1027 	0.1069 	0.1043 	0.1025 	0.1035 	0.1012 	0.1019 	0.1090 
4161903,DP_NC,PPS,RS	0.0609 	0.0666 	: 	: 	: 	: 	: 	: 
4161903,DP_NC,PPS,SE	0.0559 	0.0568 	0.0546 	0.0544 	0.0478 	0.0452 	0.0454 	0.0426 
4161903,DP_NC,PPS,SI	0.0708 	0.0701 	0.0703 	0.0651 	0.0614 	0.0595 	0.0569 	: 
4161903,DP_NC,PPS,SK	0.1054 	0.1079 	0.1050 	0.1078 	0.0978 	0.0912 	0.0898 	0.0881 
4161903,DP_NC,PPS,TR	0.0532 	0.0536 	0.0565 	0.0540 	0.0312 	0.0270 	0.0239 	: 
4161903,DP_NC,PPS,UK	0.0357 	0.0330 	0.0312 	0.0311 	: 	0.0413 	0.0444 	: 
4161903,DP_TL,EUR,AT	0.0694 	0.0657 	0.0611 	0.0522 	0.0529 	0.0529 	0.0503 	: 
4161903,DP_TL,EUR,BA	: 	0.0116 	0.0117 	: 	: 	: 	: 	: 
4161903,DP_TL,EUR,BE	0.0365 	0.0574 	0.0539 	0.0524 	0.0514 	0.0473 	0.0533 	0.0397 
4161903,DP_TL,EUR,BG	0.0149 	0.0147 	0.0159 	0.0147 	0.0138 	0.0138 	0.0138 	0.0120 
4161903,DP_TL,EUR,CY	0.0441 	0.0452 	0.0496 	0.0378 	0.0332 	: 	: 	: 
4161903,DP_TL,EUR,CZ	0.0232 	0.0270 	0.0263 	0.0258 	0.0245 	0.0221 	0.0218 	0.0168 
4161903,DP_TL,EUR,DE	0.1534 	0.1432 	0.1244 	0.1136 	0.0991 	0.0934 	0.0854 	0.0826 
4161903,DP_TL,EUR,DK	0.1726 	0.1686 	0.1676 	0.1660 	0.1509 	0.1431 	0.1462 	0.1374 
4161903,DP_TL,EUR,EE	0.0343 	0.0360 	0.0329 	0.0279 	0.0294 	0.0224 	0.0181 	0.0134 
4161903,DP_TL,EUR,EL	0.0569 	0.0504 	0.0346 	0.0235 	0.0253 	0.0190 	: 	: 
4161903,DP_TL,EUR,ES	0.0506 	0.0486 	0.0486 	0.0405 	0.0333 	0.0303 	0.0280 	: 
4161903,DP_TL,EUR,FI	0.0488 	0.0472 	0.0462 	0.0464 	0.0345 	0.0321 	0.0318 	0.0282 
4161903,DP_TL,EUR,FR	0.0545 	0.0491 	0.0432 	: 	: 	: 	: 	: 
4161903,DP_TL,EUR,HR	0.0311 	0.0290 	0.0283 	0.0221 	0.0223 	0.0233 	0.0223 	0.0191 
4161903,DP_TL,EUR,HU	0.0244 	0.0308 	0.0331 	: 	0.0326 	0.0342 	0.0272 	0.0340 
4161903,DP_TL,EUR,IE	0.0451 	0.0378 	0.0335 	0.0330 	: 	: 	: 	: 
4161903,DP_TL,EUR,IS	0.0244 	0.0225 	0.0245 	: 	: 	: 	: 	: 
4161903,DP_TL,EUR,IT	0.0870 	0.0822 	0.0772 	0.0654 	0.0532 	0.0524 	0.0543 	: 
4161903,DP_TL,EUR,LI	0.0139 	: 	: 	: 	: 	: 	: 	: 
4161903,DP_TL,EUR,LT	0.0436 	0.0513 	0.0220 	0.0212 	0.0211 	0.0158 	0.0132 	0.0141 
4161903,DP_TL,EUR,LU	0.0307 	0.0217 	0.0229 	0.0225 	0.0300 	0.0229 	0.0218 	0.0203 
4161903,DP_TL,EUR,LV	0.0447 	0.0505 	0.0414 	0.0242 	0.0096 	0.0096 	0.0048 	0.0034 
4161903,DP_TL,EUR,ME	0.0122 	0.0133 	0.0125 	0.0124 	: 	: 	: 	: 
4161903,DP_TL,EUR,MT	0.0059 	0.0080 	0.0080 	0.0080 	0.0083 	0.0076 	0.0077 	0.0047 
4161903,DP_TL,EUR,NL	0.0463 	0.0541 	0.0517 	0.0495 	0.0496 	0.0466 	0.0459 	0.0453 
4161903,DP_TL,EUR,NO	0.0479 	0.0499 	0.0509 	0.0519 	0.0519 	0.0439 	0.0464 	0.0429 
4161903,DP_TL,EUR,PL	0.0311 	0.0316 	0.0334 	0.0299 	0.0299 	0.0280 	0.0290 	0.0310 
4161903,DP_TL,EUR,PT	0.0930 	0.0888 	0.0889 	0.0813 	0.0605 	0.0211 	0.0428 	: 
4161903,DP_TL,EUR,RO	0.0342 	0.0383 	0.0327 	0.0262 	0.0213 	0.0164 	0.0182 	0.0187 
4161903,DP_TL,EUR,RS	0.0106 	0.0105 	: 	: 	: 	: 	: 	: 
4161903,DP_TL,EUR,SE	0.0674 	0.0725 	0.0738 	0.0705 	0.0678 	0.0588 	0.0611 	0.0599 
4161903,DP_TL,EUR,SI	0.0481 	0.0481 	0.0350 	0.0342 	0.0368 	0.0291 	0.0237 	: 
4161903,DP_TL,EUR,SK	0.0286 	0.0312 	0.0318 	0.0315 	0.0261 	0.0249 	0.0244 	0.0218 
4161903,DP_TL,EUR,TR	0.0270 	0.0261 	0.0300 	0.0226 	0.0281 	0.0242 	0.0252 	: 
4161903,DP_TL,EUR,UK	0.0096 	0.0085 	0.0085 	0.0080 	: 	0.0068 	0.0073 	: 
4161903,DP_TL,EUR,XK	0.0145 	0.0156 	: 	: 	: 	: 	: 	: 
4161903,DP_TL,NAT,AT	0.0694 	0.0657 	0.0611 	0.0522 	0.0529 	0.0529 	0.0503 	: 
4161903,DP_TL,NAT,BA	: 	0.0227 	0.0229 	: 	: 	: 	: 	: 
4161903,DP_TL,NAT,BE	0.0365 	0.0574 	0.0539 	0.0524 	0.0514 	0.0473 	0.0533 	0.0397 
4161903,DP_TL,NAT,BG	0.0292 	0.0288 	0.0311 	0.0288 	0.0269 	0.0270 	0.0270 	0.0234 
4161903,DP_TL,NAT,CY	0.0441 	0.0452 	0.0496 	0.0378 	0.0332 	: 	: 	: 
4161903,DP_TL,NAT,CZ	0.6400 	0.7100 	0.6600 	0.6400 	0.6100 	0.5700 	0.5400 	0.4600 
4161903,DP_TL,NAT,DE	0.1534 	0.1432 	0.1244 	0.1136 	0.0991 	0.0934 	0.0854 	0.0826 
4161903,DP_TL,NAT,DK	1.2851 	1.2579 	1.2490 	1.2361 	1.1246 	1.0651 	1.0903 	1.0238 
4161903,DP_TL,NAT,EE	0.0343 	0.0360 	0.0329 	0.0279 	0.4600 	0.3507 	0.2830 	0.2100 
4161903,DP_TL,NAT,EL	0.0569 	0.0504 	0.0346 	0.0235 	0.0253 	0.0190 	: 	: 
4161903,DP_TL,NAT,ES	0.0506 	0.0486 	0.0486 	0.0405 	0.0333 	0.0303 	0.0280 	: 
4161903,DP_TL,NAT,FI	0.0488 	0.0472 	0.0462 	0.0464 	0.0345 	0.0321 	0.0318 	0.0282 
4161903,DP_TL,NAT,FR	0.0545 	0.0491 	0.0432 	: 	: 	: 	: 	: 
4161903,DP_TL,NAT,HR	0.2374 	0.2198 	0.2126 	0.1650 	0.1630 	0.1700 	0.1600 	0.1400 
4161903,DP_TL,NAT,HU	7.5613 	9.1610 	9.3744 	: 	9.1000 	9.2682 	6.7990 	8.5688 
4161903,DP_TL,NAT,IE	0.0451 	0.0378 	0.0335 	0.0330 	: 	: 	: 	: 
4161903,DP_TL,NAT,IS	3.7600 	3.6500 	3.8751 	: 	: 	: 	: 	: 
4161903,DP_TL,NAT,IT	0.0870 	0.0822 	0.0772 	0.0654 	0.0532 	0.0524 	0.0543 	: 
4161903,DP_TL,NAT,LI	0.0168 	: 	: 	: 	: 	: 	: 	: 
4161903,DP_TL,NAT,LT	0.1504 	0.1771 	0.0760 	0.0732 	0.0728 	0.0547 	0.0455 	0.0486 
4161903,DP_TL,NAT,LU	0.0307 	0.0217 	0.0229 	0.0225 	0.0300 	0.0229 	0.0218 	0.0203 
4161903,DP_TL,NAT,LV	0.0447 	0.0355 	0.0288 	0.0171 	0.0068 	0.0068 	0.0034 	0.0024 
4161903,DP_TL,NAT,ME	0.0122 	0.0133 	0.0125 	0.0124 	: 	: 	: 	: 
4161903,DP_TL,NAT,MT	0.0059 	0.0080 	0.0080 	0.0080 	0.0083 	0.0076 	0.0077 	0.0020 
4161903,DP_TL,NAT,NL	0.0463 	0.0541 	0.0517 	0.0495 	0.0496 	0.0466 	0.0459 	0.0453 
4161903,DP_TL,NAT,NO	0.4040 	0.4035 	0.3756 	0.4030 	0.4153 	0.3759 	0.3939 	0.3390 
4161903,DP_TL,NAT,PL	0.1304 	0.1333 	0.1379 	0.1283 	0.1194 	0.1174 	0.1026 	0.1156 
4161903,DP_TL,NAT,PT	0.0930 	0.0888 	0.0889 	0.0813 	0.0605 	0.0211 	0.0428 	: 
4161903,DP_TL,NAT,RO	0.1514 	0.1702 	0.1479 	0.1125 	0.0912 	0.0696 	0.0674 	0.0625 
4161903,DP_TL,NAT,RS	1.2616 	1.2021 	: 	: 	: 	: 	: 	: 
